,ProjectID,Framefile,Nfish,Sex,Box,CorrectAnnotation,User,DateTime,Dataset
11302,TI2_4,TI2_4_0003_vid_668961.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11304,TI2_4,TI2_4_0003_vid_669853.jpg,0,,,Yes,rhiyasharma,06:23.1,Validate
11306,TI2_4,TI2_4_0003_vid_669916.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11308,TI2_4,TI2_4_0003_vid_672131.jpg,0,,,Yes,rhiyasharma,05:19.3,Validate
11310,TI2_4,TI2_4_0003_vid_680907.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11312,TI2_4,TI2_4_0003_vid_687628.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11314,TI2_4,TI2_4_0003_vid_719484.jpg,1,u,"(771, 0, 61, 24)",Yes,rhiyasharma,06:23.1,Validate
11316,TI2_4,TI2_4_0003_vid_726077.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11318,TI2_4,TI2_4_0003_vid_739139.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11321,TI2_4,TI2_4_0003_vid_75879.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11323,TI2_4,TI2_4_0003_vid_793328.jpg,0,,,Yes,rhiyasharma,16:45.2,Validate
11324,TI2_4,TI2_4_0003_vid_806597.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11326,TI2_4,TI2_4_0003_vid_827165.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11328,TI2_4,TI2_4_0003_vid_858448.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11330,TI2_4,TI2_4_0003_vid_872190.jpg,0,,,Yes,rhiyasharma,05:19.3,Validate
11332,TI2_4,TI2_4_0003_vid_878253.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11334,TI2_4,TI2_4_0003_vid_878386.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11336,TI2_4,TI2_4_0003_vid_882629.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11339,TI2_4,TI2_4_0003_vid_888530.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11342,TI2_4,TI2_4_0003_vid_90701.jpg,2,m,"(259, 222, 109, 134)",Yes,priya,38:40.5,Train
11343,TI2_4,TI2_4_0003_vid_90701.jpg,2,f,"(304, 162, 127, 57)",Yes,priya,38:40.5,Train
11345,TI2_4,TI2_4_0003_vid_938742.jpg,2,u,"(1056, 905, 126, 62)",Yes,priya,38:40.5,Validate
11346,TI2_4,TI2_4_0003_vid_938742.jpg,2,m,"(772, 601, 281, 40)",Yes,priya,38:40.5,Validate
11347,TI2_4,TI2_4_0003_vid_959786.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11349,TI2_4,TI2_4_0003_vid_964723.jpg,1,f,"(190, 472, 204, 53)",Yes,rhiyasharma,06:23.1,Train
11353,TI2_4,TI2_4_0004_vid_1029748.jpg,0,,,Yes,rhiyasharma,31:24.0,Validate
11355,TI2_4,TI2_4_0004_vid_1037482.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11359,TI2_4,TI2_4_0004_vid_1045072.jpg,3,u,"(1166, 313, 76, 54)",Yes,priya,38:40.5,Train
11360,TI2_4,TI2_4_0004_vid_1045072.jpg,3,u,"(672, 0, 59, 56)",Yes,priya,38:40.5,Train
11361,TI2_4,TI2_4_0004_vid_1045072.jpg,3,f,"(197, 121, 160, 101)",Yes,priya,38:40.5,Train
11362,TI2_4,TI2_4_0004_vid_1056533.jpg,0,,,Yes,rhiyasharma,06:23.1,Validate
11365,TI2_4,TI2_4_0004_vid_128302.jpg,1,u,"(1062, 370, 180, 84)",Yes,rhiyasharma,16:45.2,Train
11366,TI2_4,TI2_4_0004_vid_146011.jpg,2,m,"(1062, 73, 159, 133)",Yes,rhiyasharma,06:23.1,Train
11367,TI2_4,TI2_4_0004_vid_146011.jpg,2,f,"(1099, 398, 143, 41)",Yes,rhiyasharma,06:23.1,Train
11370,TI2_4,TI2_4_0004_vid_162916.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11373,TI2_4,TI2_4_0004_vid_180199.jpg,0,,,Yes,rhiyasharma,16:45.2,Validate
11374,TI2_4,TI2_4_0004_vid_240828.jpg,0,,,Yes,rhiyasharma,06:23.1,Validate
11376,TI2_4,TI2_4_0004_vid_252083.jpg,0,,,Yes,rhiyasharma,06:23.1,Validate
11378,TI2_4,TI2_4_0004_vid_252686.jpg,0,,,Yes,rhiyasharma,25:57.5,Validate
11380,TI2_4,TI2_4_0004_vid_292180.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11382,TI2_4,TI2_4_0004_vid_297266.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11384,TI2_4,TI2_4_0004_vid_336638.jpg,1,m,"(282, 188, 61, 197)",Yes,rhiyasharma,25:57.5,Train
11386,TI2_4,TI2_4_0004_vid_336737.jpg,1,m,"(308, 192, 145, 59)",Yes,rhiyasharma,31:24.0,Train
11388,TI2_4,TI2_4_0004_vid_336921.jpg,1,m,"(221, 255, 56, 205)",Yes,rhiyasharma,31:24.0,Train
11390,TI2_4,TI2_4_0004_vid_350731.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11392,TI2_4,TI2_4_0004_vid_351457.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11394,TI2_4,TI2_4_0004_vid_393582.jpg,1,u,"(1118, 0, 49, 51)",Yes,rhiyasharma,25:57.5,Train
11396,TI2_4,TI2_4_0004_vid_409583.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11398,TI2_4,TI2_4_0004_vid_420976.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11400,TI2_4,TI2_4_0004_vid_4241.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11402,TI2_4,TI2_4_0004_vid_450769.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11404,TI2_4,TI2_4_0004_vid_486152.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11406,TI2_4,TI2_4_0004_vid_491993.jpg,1,m,"(273, 190, 130, 72)",Yes,priya,11:50.1,Train
11408,TI2_4,TI2_4_0004_vid_50581.jpg,1,f,"(1134, 676, 124, 117)",Yes,rhiyasharma,06:23.1,Validate
11411,TI2_4,TI2_4_0004_vid_509839.jpg,1,u,"(650, 0, 80, 79)",Yes,priya,38:40.5,Train
11413,TI2_4,TI2_4_0004_vid_520082.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11414,TI2_4,TI2_4_0004_vid_570179.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11417,TI2_4,TI2_4_0004_vid_576544.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11419,TI2_4,TI2_4_0004_vid_57768.jpg,0,,,Yes,rhiyasharma,16:45.2,Validate
11420,TI2_4,TI2_4_0004_vid_589547.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11422,TI2_4,TI2_4_0004_vid_643288.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11425,TI2_4,TI2_4_0004_vid_649716.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11429,TI2_4,TI2_4_0004_vid_65420.jpg,3,u,"(1181, 512, 71, 169)",Yes,priya,38:40.5,Train
11430,TI2_4,TI2_4_0004_vid_65420.jpg,3,f,"(1115, 430, 128, 33)",Yes,priya,38:40.5,Train
11431,TI2_4,TI2_4_0004_vid_65420.jpg,3,f,"(1175, 271, 65, 115)",Yes,priya,38:40.5,Train
11433,TI2_4,TI2_4_0004_vid_708101.jpg,1,u,"(0, 838, 41, 109)",Yes,priya,38:40.5,Validate
11434,TI2_4,TI2_4_0004_vid_720997.jpg,0,,,Yes,rhiyasharma,31:24.0,Validate
11436,TI2_4,TI2_4_0004_vid_729595.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11439,TI2_4,TI2_4_0004_vid_742622.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11440,TI2_4,TI2_4_0004_vid_746511.jpg,1,m,"(129, 36, 157, 119)",Yes,rhiyasharma,25:57.5,Train
11442,TI2_4,TI2_4_0004_vid_763402.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11444,TI2_4,TI2_4_0004_vid_777803.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11447,TI2_4,TI2_4_0004_vid_814090.jpg,1,f,"(496, 226, 253, 109)",Yes,rhiyasharma,16:45.2,Validate
11448,TI2_4,TI2_4_0004_vid_816576.jpg,2,f,"(364, 323, 135, 80)",Yes,priya,11:50.1,Validate
11449,TI2_4,TI2_4_0004_vid_816576.jpg,2,u,"(1188, 658, 85, 198)",Yes,priya,11:50.1,Validate
11452,TI2_4,TI2_4_0004_vid_817497.jpg,0,,,Yes,rhiyasharma,25:57.5,Validate
11454,TI2_4,TI2_4_0004_vid_824424.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11456,TI2_4,TI2_4_0004_vid_877814.jpg,0,,,Yes,rhiyasharma,05:19.3,Validate
11458,TI2_4,TI2_4_0004_vid_936821.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11461,TI2_4,TI2_4_0004_vid_939202.jpg,1,m,"(480, 698, 211, 154)",Yes,priya,38:40.5,Train
11462,TI2_4,TI2_4_0004_vid_961972.jpg,1,u,"(1085, 96, 134, 81)",Yes,rhiyasharma,25:57.5,Train
11464,TI2_4,TI2_4_0005_vid_1013209.jpg,1,m,"(466, 649, 102, 171)",Yes,rhiyasharma,05:19.3,Train
11466,TI2_4,TI2_4_0005_vid_1018192.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11468,TI2_4,TI2_4_0005_vid_1024798.jpg,1,m,"(837, 569, 171, 129)",Yes,rhiyasharma,06:23.1,Train
11471,TI2_4,TI2_4_0005_vid_10259.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11472,TI2_4,TI2_4_0005_vid_1036791.jpg,1,m,"(701, 81, 96, 174)",Yes,rhiyasharma,05:19.3,Train
11475,TI2_4,TI2_4_0005_vid_1057809.jpg,1,u,"(0, 17, 50, 156)",Yes,priya,38:40.5,Train
11476,TI2_4,TI2_4_0005_vid_1061669.jpg,0,,,Yes,rhiyasharma,05:19.3,Validate
11478,TI2_4,TI2_4_0005_vid_1076094.jpg,1,m,"(978, 501, 136, 240)",Yes,rhiyasharma,05:19.3,Train
11481,TI2_4,TI2_4_0005_vid_112113.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11482,TI2_4,TI2_4_0005_vid_121756.jpg,0,,,Yes,rhiyasharma,31:24.0,Validate
11484,TI2_4,TI2_4_0005_vid_152317.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11487,TI2_4,TI2_4_0005_vid_164813.jpg,1,m,"(1043, 500, 52, 164)",Yes,priya,38:40.5,Train
11488,TI2_4,TI2_4_0005_vid_185990.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11490,TI2_4,TI2_4_0005_vid_199187.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11492,TI2_4,TI2_4_0005_vid_242825.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11494,TI2_4,TI2_4_0005_vid_243828.jpg,0,,,Yes,rhiyasharma,05:19.3,Validate
11496,TI2_4,TI2_4_0005_vid_303564.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11498,TI2_4,TI2_4_0005_vid_318188.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11500,TI2_4,TI2_4_0005_vid_321151.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11502,TI2_4,TI2_4_0005_vid_421437.jpg,1,m,"(791, 699, 235, 79)",Yes,rhiyasharma,05:19.3,Train
11504,TI2_4,TI2_4_0005_vid_432436.jpg,2,m,"(522, 56, 109, 152)",Yes,rhiyasharma,06:23.1,Validate
11505,TI2_4,TI2_4_0005_vid_432436.jpg,2,f,"(346, 151, 73, 102)",Yes,rhiyasharma,06:23.1,Validate
11510,TI2_4,TI2_4_0005_vid_433556.jpg,2,m,"(322, 120, 181, 69)",Yes,priya,38:40.5,Train
11511,TI2_4,TI2_4_0005_vid_433556.jpg,2,f,"(877, 250, 100, 68)",Yes,priya,38:40.5,Train
11512,TI2_4,TI2_4_0005_vid_458136.jpg,1,m,"(253, 279, 144, 111)",Yes,rhiyasharma,05:19.3,Train
11514,TI2_4,TI2_4_0005_vid_496057.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11516,TI2_4,TI2_4_0005_vid_523231.jpg,0,,,Yes,rhiyasharma,31:24.0,Validate
11518,TI2_4,TI2_4_0005_vid_556803.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11520,TI2_4,TI2_4_0005_vid_572849.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11522,TI2_4,TI2_4_0005_vid_576746.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11524,TI2_4,TI2_4_0005_vid_585976.jpg,0,,,Yes,rhiyasharma,25:57.5,Validate
11530,TI2_4,TI2_4_0005_vid_647260.jpg,1,u,"(722, 1, 66, 103)",Yes,rhiyasharma,05:19.3,Train
11532,TI2_4,TI2_4_0005_vid_664716.jpg,1,m,"(610, 776, 221, 119)",Yes,rhiyasharma,06:23.1,Train
11534,TI2_4,TI2_4_0005_vid_682774.jpg,1,m,"(841, 690, 185, 244)",Yes,rhiyasharma,31:24.0,Train
11536,TI2_4,TI2_4_0005_vid_687027.jpg,1,m,"(479, 343, 228, 46)",Yes,rhiyasharma,25:57.5,Train
11538,TI2_4,TI2_4_0005_vid_718364.jpg,1,f,"(238, 18, 191, 78)",Yes,rhiyasharma,25:57.5,Train
11540,TI2_4,TI2_4_0005_vid_738763.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11542,TI2_4,TI2_4_0005_vid_748803.jpg,2,f,"(713, 3, 108, 88)",Yes,rhiyasharma,06:23.1,Validate
11543,TI2_4,TI2_4_0005_vid_748803.jpg,2,m,"(509, 913, 211, 58)",Yes,rhiyasharma,06:23.1,Validate
11547,TI2_4,TI2_4_0005_vid_750475.jpg,1,u,"(268, 1, 99, 35)",Yes,rhiyasharma,16:45.2,Train
11548,TI2_4,TI2_4_0005_vid_752967.jpg,1,m,"(0, 137, 236, 78)",Yes,rhiyasharma,25:57.5,Train
11550,TI2_4,TI2_4_0005_vid_780450.jpg,1,f,"(310, 309, 143, 131)",Yes,rhiyasharma,05:19.3,Train
11552,TI2_4,TI2_4_0005_vid_787940.jpg,1,u,"(552, 890, 164, 80)",Yes,rhiyasharma,25:57.5,Train
11554,TI2_4,TI2_4_0005_vid_789348.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11556,TI2_4,TI2_4_0005_vid_806822.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11558,TI2_4,TI2_4_0005_vid_807157.jpg,2,u,"(460, 3, 35, 31)",Yes,priya,11:50.1,Train
11559,TI2_4,TI2_4_0005_vid_807157.jpg,2,u,"(292, 893, 98, 76)",Yes,priya,11:50.1,Train
11562,TI2_4,TI2_4_0005_vid_878928.jpg,1,m,"(407, 753, 99, 168)",Yes,priya,38:40.5,Train
11564,TI2_4,TI2_4_0005_vid_880033.jpg,2,m,"(8, 535, 53, 208)",Yes,priya,38:40.5,Train
11565,TI2_4,TI2_4_0005_vid_880033.jpg,2,f,"(598, 647, 151, 61)",Yes,priya,38:40.5,Train
11567,TI2_4,TI2_4_0005_vid_881597.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11568,TI2_4,TI2_4_0005_vid_882102.jpg,1,m,"(626, 139, 183, 195)",Yes,rhiyasharma,05:19.3,Train
11570,TI2_4,TI2_4_0005_vid_882936.jpg,1,f,"(841, 653, 168, 149)",Yes,rhiyasharma,25:57.5,Train
11572,TI2_4,TI2_4_0005_vid_957308.jpg,1,m,"(1015, 543, 39, 156)",Yes,priya,11:50.1,Train
11575,TI2_4,TI2_4_0006_vid_1002147.jpg,1,f,"(392, 151, 129, 157)",Yes,rhiyasharma,16:45.2,Validate
11576,TI2_4,TI2_4_0006_vid_104953.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11578,TI2_4,TI2_4_0006_vid_1076355.jpg,1,m,"(394, 162, 208, 92)",Yes,rhiyasharma,25:57.5,Train
11580,TI2_4,TI2_4_0006_vid_109195.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11582,TI2_4,TI2_4_0006_vid_115868.jpg,2,m,"(768, 508, 109, 201)",Yes,rhiyasharma,05:19.3,Train
11583,TI2_4,TI2_4_0006_vid_115868.jpg,2,f,"(569, 554, 46, 173)",Yes,rhiyasharma,05:19.3,Train
11586,TI2_4,TI2_4_0006_vid_123616.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11589,TI2_4,TI2_4_0006_vid_160847.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11590,TI2_4,TI2_4_0006_vid_179088.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11592,TI2_4,TI2_4_0006_vid_211257.jpg,0,,,Yes,rhiyasharma,05:19.3,Validate
11594,TI2_4,TI2_4_0006_vid_219031.jpg,0,,,Yes,rhiyasharma,06:23.1,Validate
11596,TI2_4,TI2_4_0006_vid_226384.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11598,TI2_4,TI2_4_0006_vid_24153.jpg,1,f,"(62, 745, 77, 169)",Yes,rhiyasharma,05:19.3,Train
11601,TI2_4,TI2_4_0006_vid_24787.jpg,1,u,"(925, 917, 149, 54)",Yes,rhiyasharma,16:45.2,Train
11603,TI2_4,TI2_4_0006_vid_29177.jpg,0,,,Yes,rhiyasharma,16:45.2,Train
11605,TI2_4,TI2_4_0006_vid_322747.jpg,1,f,"(1041, 828, 201, 89)",Yes,rhiyasharma,16:45.2,Train
11606,TI2_4,TI2_4_0006_vid_325843.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11608,TI2_4,TI2_4_0006_vid_343802.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11610,TI2_4,TI2_4_0006_vid_348251.jpg,1,m,"(323, 336, 151, 221)",Yes,rhiyasharma,25:57.5,Train
11612,TI2_4,TI2_4_0006_vid_354739.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11614,TI2_4,TI2_4_0006_vid_363418.jpg,0,,,Yes,rhiyasharma,05:19.3,Validate
11616,TI2_4,TI2_4_0006_vid_370567.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11618,TI2_4,TI2_4_0006_vid_386569.jpg,1,m,"(949, 0, 71, 194)",Yes,rhiyasharma,40:49.4,Validate
11620,TI2_4,TI2_4_0006_vid_396992.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11622,TI2_4,TI2_4_0006_vid_407175.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11624,TI2_4,TI2_4_0006_vid_421963.jpg,0,,,Yes,rhiyasharma,06:23.1,Validate
11626,TI2_4,TI2_4_0006_vid_438132.jpg,1,m,"(344, 95, 119, 147)",Yes,rhiyasharma,25:57.5,Train
11628,TI2_4,TI2_4_0006_vid_453826.jpg,0,,,Yes,rhiyasharma,05:19.3,Validate
11631,TI2_4,TI2_4_0006_vid_513441.jpg,0,,,Yes,rhiyasharma,16:45.2,Validate
11632,TI2_4,TI2_4_0006_vid_514579.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11634,TI2_4,TI2_4_0006_vid_544267.jpg,1,m,"(568, 123, 219, 87)",Yes,rhiyasharma,31:24.0,Train
11636,TI2_4,TI2_4_0006_vid_580105.jpg,1,m,"(333, 175, 201, 59)",Yes,rhiyasharma,06:23.1,Validate
11638,TI2_4,TI2_4_0006_vid_590870.jpg,1,m,"(707, 856, 186, 114)",Yes,rhiyasharma,06:23.1,Train
11640,TI2_4,TI2_4_0006_vid_609181.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11642,TI2_4,TI2_4_0006_vid_653270.jpg,2,f,"(87, 308, 154, 143)",Yes,rhiyasharma,25:57.5,Train
11643,TI2_4,TI2_4_0006_vid_653270.jpg,2,m,"(900, 556, 163, 206)",Yes,rhiyasharma,25:57.5,Train
11648,TI2_4,TI2_4_0006_vid_662282.jpg,3,m,"(870, 495, 116, 244)",Yes,priya,38:40.5,Validate
11649,TI2_4,TI2_4_0006_vid_662282.jpg,3,u,"(1033, 907, 65, 64)",Yes,priya,38:40.5,Validate
11650,TI2_4,TI2_4_0006_vid_662282.jpg,3,f,"(1193, 371, 54, 164)",Yes,priya,38:40.5,Validate
11651,TI2_4,TI2_4_0006_vid_670205.jpg,1,f,"(134, 878, 137, 59)",Yes,rhiyasharma,31:24.0,Train
11654,TI2_4,TI2_4_0006_vid_68956.jpg,1,u,"(235, 1, 104, 40)",Yes,priya,38:40.5,Validate
11655,TI2_4,TI2_4_0006_vid_695987.jpg,2,m,"(1014, 643, 103, 191)",Yes,priya,11:50.1,Train
11656,TI2_4,TI2_4_0006_vid_695987.jpg,2,f,"(771, 490, 83, 179)",Yes,priya,11:50.1,Train
11659,TI2_4,TI2_4_0006_vid_717698.jpg,1,m,"(795, 383, 155, 115)",Yes,rhiyasharma,25:57.5,Validate
11661,TI2_4,TI2_4_0006_vid_72547.jpg,1,f,"(1041, 12, 32, 102)",Yes,priya,11:50.1,Validate
11664,TI2_4,TI2_4_0006_vid_771080.jpg,1,f,"(328, 113, 156, 133)",Yes,rhiyasharma,16:45.2,Validate
11665,TI2_4,TI2_4_0006_vid_779206.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11667,TI2_4,TI2_4_0006_vid_800641.jpg,1,m,"(798, 436, 53, 229)",Yes,rhiyasharma,31:24.0,Train
11669,TI2_4,TI2_4_0006_vid_800854.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11671,TI2_4,TI2_4_0006_vid_804472.jpg,1,m,"(758, 571, 152, 239)",Yes,rhiyasharma,25:57.5,Train
11673,TI2_4,TI2_4_0006_vid_82366.jpg,1,m,"(395, 55, 153, 145)",Yes,rhiyasharma,05:19.3,Train
11675,TI2_4,TI2_4_0006_vid_886436.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11677,TI2_4,TI2_4_0006_vid_887681.jpg,1,m,"(508, 180, 46, 214)",Yes,rhiyasharma,25:57.5,Train
11681,TI2_4,TI2_4_0006_vid_904755.jpg,3,m,"(165, 795, 215, 43)",Yes,priya,38:40.5,Train
11682,TI2_4,TI2_4_0006_vid_904755.jpg,3,f,"(943, 507, 94, 99)",Yes,priya,38:40.5,Train
11683,TI2_4,TI2_4_0006_vid_904755.jpg,3,f,"(247, 237, 102, 28)",Yes,priya,38:40.5,Train
11684,TI2_4,TI2_4_0006_vid_90933.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11686,TI2_4,TI2_4_0007_vid_1024336.jpg,2,m,"(917, 0, 37, 102)",Yes,rhiyasharma,05:19.3,Train
11687,TI2_4,TI2_4_0007_vid_1024336.jpg,2,f,"(613, 899, 115, 72)",Yes,rhiyasharma,05:19.3,Train
11690,TI2_4,TI2_4_0007_vid_1044995.jpg,3,f,"(422, 339, 35, 136)",Yes,rhiyasharma,31:24.0,Train
11691,TI2_4,TI2_4_0007_vid_1044995.jpg,3,f,"(145, 853, 140, 64)",Yes,rhiyasharma,31:24.0,Train
11692,TI2_4,TI2_4_0007_vid_1044995.jpg,3,m,"(716, 743, 210, 48)",Yes,rhiyasharma,31:24.0,Train
11696,TI2_4,TI2_4_0007_vid_1047914.jpg,3,m,"(275, 451, 109, 200)",Yes,priya,11:50.1,Train
11697,TI2_4,TI2_4_0007_vid_1047914.jpg,3,f,"(943, 775, 85, 59)",Yes,priya,11:50.1,Train
11698,TI2_4,TI2_4_0007_vid_1047914.jpg,3,f,"(886, 940, 105, 29)",Yes,priya,11:50.1,Train
11702,TI2_4,TI2_4_0007_vid_1065491.jpg,2,u,"(693, 0, 47, 80)",Yes,priya,11:50.1,Validate
11703,TI2_4,TI2_4_0007_vid_1065491.jpg,2,f,"(180, 738, 47, 100)",Yes,priya,11:50.1,Validate
11705,TI2_4,TI2_4_0007_vid_127957.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11707,TI2_4,TI2_4_0007_vid_153257.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11709,TI2_4,TI2_4_0007_vid_155974.jpg,0,,,Yes,rhiyasharma,06:23.1,Train
11711,TI2_4,TI2_4_0007_vid_162620.jpg,0,,,Yes,rhiyasharma,25:57.5,Train
11713,TI2_4,TI2_4_0007_vid_18094.jpg,0,,,Yes,rhiyasharma,25:57.5,Validate
11715,TI2_4,TI2_4_0007_vid_192854.jpg,1,u,"(1052, 1, 167, 105)",Yes,rhiyasharma,05:19.3,Train
11717,TI2_4,TI2_4_0007_vid_227430.jpg,1,f,"(464, 557, 41, 202)",Yes,rhiyasharma,06:23.1,Train
11719,TI2_4,TI2_4_0007_vid_267326.jpg,1,f,"(907, 776, 109, 137)",Yes,rhiyasharma,05:19.3,Train
11723,TI2_4,TI2_4_0007_vid_279547.jpg,2,m,"(442, 633, 162, 130)",Yes,priya,38:40.5,Train
11724,TI2_4,TI2_4_0007_vid_279547.jpg,2,u,"(551, 0, 42, 89)",Yes,priya,38:40.5,Train
11725,TI2_4,TI2_4_0007_vid_287969.jpg,2,f,"(325, 558, 127, 83)",Yes,rhiyasharma,31:24.0,Train
11726,TI2_4,TI2_4_0007_vid_287969.jpg,2,m,"(80, 205, 72, 231)",Yes,rhiyasharma,31:24.0,Train
11729,TI2_4,TI2_4_0007_vid_338122.jpg,1,f,"(458, 296, 236, 122)",Yes,rhiyasharma,25:57.5,Validate
11731,TI2_4,TI2_4_0007_vid_340130.jpg,0,,,Yes,rhiyasharma,31:24.0,Validate
11734,TI2_4,TI2_4_0007_vid_351970.jpg,1,m,"(997, 761, 190, 54)",Yes,priya,38:40.5,Train
11735,TI2_4,TI2_4_0007_vid_357546.jpg,3,f,"(621, 264, 42, 188)",Yes,rhiyasharma,31:24.0,Train
11736,TI2_4,TI2_4_0007_vid_357546.jpg,3,f,"(228, 831, 188, 80)",Yes,rhiyasharma,31:24.0,Train
11737,TI2_4,TI2_4_0007_vid_357546.jpg,3,m,"(726, 892, 222, 77)",Yes,rhiyasharma,31:24.0,Train
11741,TI2_4,TI2_4_0007_vid_35987.jpg,0,,,Yes,rhiyasharma,05:19.3,Train
11743,TI2_4,TI2_4_0007_vid_387407.jpg,1,f,"(1088, 640, 66, 159)",Yes,rhiyasharma,05:19.3,Validate
11747,TI2_4,TI2_4_0007_vid_390465.jpg,3,u,"(304, 1, 72, 81)",Yes,priya,38:40.5,Train
11748,TI2_4,TI2_4_0007_vid_390465.jpg,3,m,"(1035, 640, 192, 54)",Yes,priya,38:40.5,Train
11749,TI2_4,TI2_4_0007_vid_390465.jpg,3,f,"(20, 740, 61, 181)",Yes,priya,38:40.5,Train
11750,TI2_4,TI2_4_0007_vid_427394.jpg,1,m,"(506, 318, 146, 168)",Yes,rhiyasharma,06:23.1,Train
11752,TI2_4,TI2_4_0007_vid_464683.jpg,1,u,"(733, 0, 136, 107)",Yes,rhiyasharma,05:19.3,Train
11754,TI2_4,TI2_4_0007_vid_466154.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11756,TI2_4,TI2_4_0007_vid_5004.jpg,0,,,Yes,rhiyasharma,31:24.0,Train
11758,TI2_4,TI2_4_0007_vid_500771.jpg,3,f,"(41, 45, 155, 110)",Yes,rhiyasharma,31:24.0,Train
11759,TI2_4,TI2_4_0007_vid_500771.jpg,3,f,"(1078, 148, 152, 140)",Yes,rhiyasharma,31:24.0,Train
11760,TI2_4,TI2_4_0007_vid_500771.jpg,3,u,"(1197, 558, 61, 89)",Yes,rhiyasharma,31:24.0,Train
11765,TI2_4,TI2_4_0007_vid_517606.jpg,1,f,"(1128, 590, 122, 63)",Yes,priya,38:40.5,Train
